sentence,hate,category
বি এন পি মানে জারজ দল,1,politics
কাওয়া কাদের খালেদা জিয়ার শরীরের উচ্ছিষ্ট দ্রব্যের সমতুল্যও নয় । অপু উকিলের যদি তাকে বেশী পছন্দ হয় তাহলে তো পথ খোলাই আছে তাইনা ।,1,politics
হাসিনার রিপ্রেজেনটেটিভ তো কথাই বলতে পারে না কাদেরের রন্ধ্রে তার সোনা রয়েছে,1,politics
ওকায়েতুল পাদেন কাউয়া হিগার মার হাউয়া,1,politics
পাবলিক বিশ্ববিদ্যালয় আমার পুটকির বাল।,1,politics
কথায় কাউয়া কাদের কথায় খালেদা জিয়া,1,politics
দেশে একমাত্র ওবাইদুল কাদেরি আছে যার কাজে ভুলের সংখ্যা সবচেয়ে কম এবং নিখুত তোরা মাগিরপোলারা যারা পুরা ভিডিও না দেখে শুধু লেখা দেখে কমেন্ট করচোস তোর এলাকার রাস্তা কি তোগো বোউরা চুইদা করছে,1,politics
এখানে অপু কোথায়? হালা মাদারচুত,1,politics
জারা হামলা করছে তাদের কে জানোয়ার চোদা খায় জন্ম হয়ছে,1,politics
কোথায় শেখ শাদি আর কোথায় বোরকির লাদি খালেদা জিয়ার মুতের সমান ও তো হতে পারবে না ওবায়দুল কাদের।,1,politics
কোথায় কাউয়া কাদের আর কোথায় খালেদা জিয়া। শালারা কি কয় না কয় লজ্জা থাকা দরকার।,1,politics
স্যার মাদারচোদের বাচ্চারে থাপড়াই চোবরাই গালের দাঁত ফালাই দেওয়া উচিত শালা দালাল ছাত্রলীগের,1,politics
ছাত্রদেরকে মাইরা এখন নাটক চুদাও।,1,politics
বোকা চোদারা কিসের সাথে কি মিলায়,1,politics
এতো একটা হিজরা বলদ।,1,politics
কুত্তার লেজ যেমন কখনো সোজা হয় না তেমনি ছাত্রলীগ কুত্তার বাচ্ছারা কোন দিন ভাল হবে না।,1,politics
ড়িম লিগ হলোকুত্তা লিগ,1,politics
লিগ মানে খানকি মাগির জারজ সন্তান,1,politics
কুতালিগ এদের জন্মের দোস আছে দেশ নেএি সাতে তাদের তুলনা না দিয়ে তার জুতার সাতে তুলনা দেওয়া দরকার ভারতীয় দালাল খুনি হাসিনাকে,1,politics
ওপু পাগল আর চামচা মি করে,1,politics
আওয়ামীলীগ খানকির মেয়ে মাদার চোদ,1,politics
মাগিবাজ কাদেরের সাথে খালেদা জিয়ার তুলনা।,1,politics
আমার বালের লীগ সালারা।আর ঐটা আমার বালের টিচার,1,politics
ওবাইদুল কাদের শালায়তো মরে না,1,politics
ছাএদল মানে কুতার দল,1,politics
তোর বাবা জংগি চুতিয়া,1,politics
কাওয়া কাদের কা কা কা কক কক শালা একটা চুতমারানি ভোট চোর,1,politics
এইটা ভাল হইচে নুর সালা তুই পাগল,1,politics
খালেদা জিয়ার সাতে কাউয়া কাদেরর তুলুনা হয়না,1,politics
অপু উকিল এর বোধা দিয়া যদি আইক্কা ওয়ালা বাঁশ ডোকাইয়া চৌরাস্তার মোরে বসানো উচিত।,1,politics
যেমন দল তেমন সেই দলের কাওয়া নেতা পতিতার দল,1,politics
কুত্তালীগ মার্কা জানোয়ারের বাচ্চায় এগুলো কি বলে,1,politics
ছাত্র লীগ মাদারচুদ,1,politics
বোদার মধ্যে অপুকে কিছু বলছে বোকা চোদা,1,politics
ওবায়দুল কাদের চোর না খালেদা তারেক চোর,1,politics
এই জারজ লিগ কে যে জরমো দিছে তারা নিচ সনদেহে পতিতার বাচচা,1,politics
দলবাজি শিক্ষক প্রসাশন মাদার চৌদ্দ,1,politics
মাগি মিত্যা বাদি ওরে কুত্তা দে চুদা কাদের এর মাগি,1,politics
কুকুর লীগ দের সাথে কেনো টক সতে আসেন,1,politics
রাজনৈতিক নেতাদের প্রশ্রয়ে ছাত্রলীগরা আজ সন্ত্রাসী লীগে পরিণত হয়েছে। আর ঢা বির কতিপয় শিক্ষকরা হল সত্যি কারের শুয়োরের বাচ্চা। এদেরকে কুকুর দিয়ে মারা উচিত।,1,politics
খানকী অপু উকিল তোদের দুর্নীতি তোদের মধ্য রাতের ভোটের প্রধন মন্ত্রী সহ সকলকে সারা বিশ্ববাসি থুতু দেয় 🤫🤫🤫🤫🤫🤫🤫🤫🤫🤫,1,politics
কই রাজ রাণি আর কই কাদের চাকরানি,1,politics
সুয়রের বাচ্চা ডাকাত লে লে করে কথা কয়,1,politics
ওবাদুল কাদের একটা বলদ এই গরমের মধ্য কি এটা মুটাকুট গায়দিছে বলদ,1,politics
বাংলাদেশের জঙ্গি সংঘটন হলো কুত্তালীগ,1,politics
শালা নূরা ভিপি অইছে,1,politics
শয়তান এর কন্ডম ফাটা জারজ এর সন্তান এগুলি,1,politics
খানকি অপু বিশ্বাস।,1,politics
আওয়ামীলীগ মানেই জারজ লীগ,1,politics
হুম প্রশাসন এখন বাল ফালায় এগিয়ে যাও নুরু,1,politics
অপু তোর মুকে মুতি,1,politics
ভাত পঁচে গেলে মদ হয়।মদ খেলে মানুষ বদ হয়। বদ পঁচে গেলে নাস্তিক হয়।নাস্তিক পচে গেলে মুশরিক হয়। আর মুশরিক পচে গেলে জারজ হয়।আর জারজ পচে গেলে আওয়ামীলিগ হয় !!!😂😂😜😜,1,politics
শাউয়াপাগল কাউয়া একটা। ভায়াগ্রার ওভারডোজে মরতে নিসিল তাও হালার লুচ্চামি কমেনা!,1,politics
ওবায়দুল কাদির একটা জারঝ সন্তান কারন ওবায়দুল কাদিরের জন্মের টিক নায়,1,politics
কই রাজ রানি খালেদাজিয়া কই কুকুরে বাঁচা কাদের বাট ফার,1,politics
হিন্দু মাগির কথায় কোন যুক্তি নাই মাগি একটা বলদ,1,politics
খানকির বাচ্চা কারে কইলাম বুজ্জা লন।,1,politics
খানকির পোলা এইসব ছাড়া কি তোর কাজ নাই না থাকলে ওবায়দুল কাদেরের ময়লা পরিস্কার কর।,1,politics
কাউয়া কাদেরকে নিয়ে একটি ভিডিও করার ইচ্ছা আছে। যাতে দেখাবো কাউয়া কিভাবে বক হয়ে যায়। সাব করুন। দেখতে পাবেন।,1,politics
কাউয়া কাদের কত বড় মাগীখোর সেই তার ভিডিও ও পিক দেখলে বুঝা যায় লুচ্চা কাদের টা ঘন্টা বেশ্যাদের সাথে থাকে সেই মেয়েদের কোন চরিএ নেই,1,politics
পাগলে কিনা কয় ছাগলে কিনা খায় খালেদা জিয়ার পায়ের নিচে যে বালি থাকে ওবায়দুল কাদেরের সে দামটাও নেই,1,politics
চোরের বাচ্চা চোর,1,politics
শালার কুওালীগরে ভাই কুওা লীগ বিখাউজ,1,politics
অা লীগের মাগি তোরে জুতাপেটা করবো,1,politics
অপুকে লেংটা করে মার তাহলে মিথ্যা কথা বলা বাদ দেবে।।,1,politics
হা হা হা হা এটা হাস্যকার 😂🤣🤣 খালেদা চোর পাকিস্তানি জারজ ওবায়দুল কাদের পার কাছে যেতে পারবেনা খালেদা,1,politics
অপুকে পতিতার মতো লাগে খানকি মাগি,1,politics
ওভাদুলকাদের চুর,1,politics
শালার পুত শালা রা আগুন জ্বালো আগুন জ্বালো মিছিল শুধু আগুন কই ? ছাত্রলীগ যদি মারতে পারে তোমরা কার বাল ফালাও,1,politics
এই সালাও কুত্তালীগ করে জারজ,1,politics
ভিপি তোর পাছার ভিতর জাবে।সালি রববানি ভাইর ছিট দখল করতে চাও।আশা বাশা হবে।,1,politics
কুত্তালীগের চুষা কামলা গুলা ভিডিওতে দিয়েছে,1,politics
অপু একটা পতিতা,1,politics
হাস্যকর কথা বলে গেলেন কুত্তা লীগ এর কমি,1,politics
বর্তমান আওয়ামী লীগ একটা মাতালদের দল,1,politics
উবাদুল তু কাউয়া একটা,1,politics
খুনী লীগ ধংস হোক,1,politics
আমি আজ সাধারন ছাএদের বলতে ছাই তোমরা ছাএলীগ নামক কুওাদের গুলি করে আলাদা আলাদা করে ফায়ার করে মেরে ফেলো কারন এরাতো মানুষ না এরা কুওা সো কুওাদের মারলে কোন বিচার নেই,1,politics
খান্কির পোলার বিচার আল্লাহ করবে,1,politics
আওয়ামী এর কুত্তা জারোজ মেয়েরা এই সব টকশো এর কমেন্ট গুলা দেকতে পাই না,1,politics
যেখানেই সমস্যার সৃস্টি সেখানেই কুত্তালিগ কুত্তালিগ মানেই সমস্যা,1,politics
ইউটিউবার এর মাইরে বাপ খানকির পোলার কথার সাথে কাজের মিল নাই ওবায়দুল কাদের কি ধরা খাইছে সেটা তো দেখালি না খানকির পোলা,1,politics
খানকি মাগি,1,politics
ওবায়দুল কাদের সালা একটা কুকুর,1,politics
ছাএলিগ মানি পতিতার বাচ্চা আওমিলিগ মানি কুকুরের বাচ্চা,1,politics
কোথায় আকাশ আর কোথায় পাতাল। কাউয়া কাদের তো সমান্য বেগম জিয়ার সাথে মুজিম কাক্কুর তুলনা ও হবে না গনতন্ত্রের মা হলেন বেগম জিয়া,1,politics
মুয়েরের সাথে কাউয়ার তুলনা 😁😁😁,1,politics
বাল উপযোগী সিদ্ধান্ত হাগিনা নেবে।।,1,politics
কাউয়া কাদের ওয়ান ইলেভেনের কথা মনে হয় ভুলে গেছে,1,politics
ও কি বোকাচোদা নিজের পাওয়ার দেখাচ্ছে।এত লোক জমায়েত হয়েগেছে গাড়ি একটাও যেতে পারছেনা এত কি বড় বাহাদুর মনে করে।,1,politics
নুরার রেনডি দল,1,politics
বাঙলাদেশে যদি একজন কুলাঙার থাকে সেটা হলো এই কাফের ইনু।।।,1,politics
ছাত্রলীগ কুত্তালীগ এর মধ্যে পার্থক্য কি ?,1,politics
কাদের হালা নুয়াখাইল্লা।,1,politics
দেশটা ধংসের দিকে নিয়ে যাচ্ছে কুত্তালীগ,1,politics
কাদিরা।পাগলা।একটা। লুচ্চা,1,politics
পাগল ছাগল,1,politics
শালা গুলাকে রাস্তাই ফালাইয়া মারা দরকার,1,politics
কুত্তার বাচ্চারা ফেরাউন বাচে নাই তোরাও বাচবি না।,1,politics
হিন্দু মাগি,1,politics
মিথ্যুক শিক্ষক হালারপুত,1,politics
কুত্তালীগের হামলার শিকার সবাই,1,politics
কথাই রাজ রানী আর কথাই অবায়দুল ফকিরনীর বাচ্চা,1,politics
টিছার নামের -- মাদারচোদ,1,politics
অপু ওকিলরে রেডি থাকিচ তোর বোদার বিতোরে মরিচ গুডা করে দেওয়া হবে তারেক এবং খালেদা জিয়ার নাম নিছো অযু করছো খানকিমাগির জি তোরাতো সব জারোজ তোগো বাপ কয়জন কয়তে পারবিনা তোরে ঘোড়া দিয়েতোরে চুদামো,1,politics
কুত্তা লিগ এখন ডিজিটাল হইচে এখন হইচে আন্ডা লিগ,1,politics
নিচ্ছয় কুত্তা কাদের বড় হবে,1,politics
একানে সব সয়তানের দল,1,politics
ওবায়দুল কাদের হল লুচ্চা,1,politics
আওয়ামীলীগ চুদিনা কাওয়া হালারা,1,politics
মাগি ফারজানা,1,politics
কোথায় কাউয়া কাদের অার কোথায় বাংলাদেশের সাবেক প্রধানমএি বেগম খালেদা জিয়া!,1,politics
কাউয়া কাদের কে শরাবে হচ্ছে নাসিম ভাই🤗🤗 এজন্য ইদানিং নাসিম ভাই খুব পটপট কথা বলছে 🤗🤗🤗 সবই বুঝি 🤗🤗🤗,1,politics
অপু চুদা খাভে,1,politics
বোদা কেষ্ট,1,politics
কাউয়া কাদেরকে সরিয়ে দেয়া উচিত।,1,politics
কোথায় কাউয়া কাদের আর কোথায় সাবেক প্রধানমন্ত্রী বেগম জিয়া রাজার সাথে তুলনা কখনই হয়না,1,politics
জারুজ সন্তান কুকুরের ছোদা আওয়ামী লিগ,1,politics
আওয়ামীলীগের খানকি রে বাশ দে। চুদানির বড় বড় কথা। চুদানি বলতাছে ভোট চুরির কথা। লজ্জা থাকলে বড় গলায় কথা বলতে পারতো না।,1,politics
হেডা জিয়া,1,politics
তরা আওয়ামীলিগে ছোট ছোট ভাইরাস ইনুর কথার মধ্যে জংগী হাসিনা ইদুরের সভাব পাওয়া গেছে,1,politics
এটাও কুকুরের বাচ্চা এই স্যর,1,politics
দেশে এমন কেউ না যেই এইসব নাটক ডার্মা বন্ধ করবে এবং কুত্তা লিগ আওয়ামিলীগ এবং বিএনপি এঁদের যদি রাজনৈতিক থেকে বন্ধ করে দেশে নতুন কেউ দেশের আইন ব্যবস্তা নতুন করে হাজাক এবং তৈরি করুক এবং কুত্তা লিগ আওয়ামিলীগ এবং বিএনপি এঁদের রাজনৈতিক থেকে একবারের জন্য বন্ধ করা হোক!! আর বুঝিনা এইসব নাস্তিক কুলাঙ্গার শেখহাসিনা খালেদা মরেনা কেন এঁদের মৃত্যু হয়না কেন আজরাইল এসে এদের জান কবজ করেনা কেন এরা তো % জাহান্নামে যেতে পাড়ে এবং যাবেও এঁদের দুই কুলাঙ্গার কুত্তীর মা বোন বাবা ভাই কেউ নিরাপত্তা পাইনা সবসময় ভয় থাকতে হয় চলাফেরা করতে হয়!! আল্লাহ তুমি শেখহাসিনা খালেদা উপর গুজব দাও না কেন কবে শুনবো শেখহাসিনা খালেদা আর নেই জাহান্নামে গেছে বাহ যাবে নাস্তিক কুলাঙ্গার শেখহাসিনা খালেদা মৃত্যু দাও তাহলে দেশ আবার নতুন করে গড়ে উঠবে ইনশাআল্লাহ!!!,1,politics
কাদের একটা কাওয়া। তাই ময়ূরের পাখা লাগিয়ে ময়ূর হতে চায়। সালা কুত্তার বাচ্চা কাওয়া।,1,politics
তোরে ও তোর মাকে চুদিবো কতো লাগবে,1,politics
সালা নোয়াখাইল্লা কাউয়া,1,politics
শালারপুত মিথ্যা কথা বলোস কেন বিপি নুর তুই যেগুলো অভিনয় করতাসোস সেটা বাংলাদেশের মানুষ জানে তুই তো একজন জমাট শিবির তুই একজন বাংলাদেশের শত্রু সব গঠনা তুই করতাসোস তুই এক জমজমাট শিবিরের লোক,1,politics
এই ছাগলের বাচ্চাটা কে ওরে কেন একানে আনা হলো,1,politics
পাগলের বাল খালেদাজিয়ার সাতে হাসিনা তুলনাও চলেনা কারন বাংলাদেশের লোক ও হাসিনাকে চায়না।।।,1,politics
ভিপি নূর ভাইকে জে গায়ে হাত তুলেছে সে হলো রাজাকার এবং দেশের সক্রু আর জারজ সন্তান,1,politics
জানোয়ার লীগ একদিন তোদের কে কুকুরের মতো পিঠাইবে বাংলাদেশের জনগন,1,politics
মালায়ন বাচায় কি কয়,1,politics
কে করবে কত্তালীগের বিচার,1,politics
মাগি তোরে ঠিইক সতন বাগুন দিলে ভালও হইত তোর ব্যবহার ভালওনা,1,politics
জনগণের টাকা নিয়ে গৌরব করিচ শালা? মরলে বুঝবি।,1,politics
এই ডান্ডি রেনডির বাচ্চা কে কুততা দিয়ে চুদার দরকার,1,politics
মাগি তোর কথা হয়ে না,1,politics
বুড়ি তুই শেকহাচিনার দালাল,1,politics
কাদের কাওয়া নামে পরিচিত,1,politics
আমাদের বেশা মাগি,1,politics
দেশনেত্রী বেগম খালেদা জিয়া হচ্ছেন দেশের মা ওবায়দুল কাদের গরু চোর,1,politics
কুত্তালীগ কাংখির পোলারা,1,politics
এই মালাউনের বাচ্চা ব্যাংকের কোটি টাকা কই গেল?,1,politics
সব গোয়া তারেক মারছে তোর মাকেও তারেক করছে মাদার চোদ মাগি,1,politics
বাংলাদেশের তিন তিনবারের প্রধানমন্ত্রী দেশনেত্রী বেগম খালেদা জিয়া তার সাথে ওই চোর ওবায়দুল কাদের এর তুলনা দেওয়া ঠিক বলে আমি মনে করি না বাংলাদেশের এই শেখ হাসিনা সরকার আসার পরে দেশে ধর্ষণ প্রতি প্রতিদিন ধর্ষণ আসলে শেখ হাসিনা সরকারের দোষ না দোষ হলো শেখ হাসিনা সরকারের যেগুলো নেতা আছে সেই নেতাদের আবার কিছু কুত্তা সেই কুত্তারা এগুলা করে শেখ হাসিনার দোষ নয় শেখ হাসিনা একটা মানুষ কি করবে সে শেখ হাসিনার দোষ নয় এটা হল তার কুত্তা গুলা আছে এই কুত্তা গুলার দোষ,1,politics
ও মাগো আননেরা হেতেরে বলদ কইয়েন না 🤫 হেতে মোগো দেশের সেতু মন্ত্রী 😯🙄 বলদ হলে মন্ত্রী হলো কেমনে??,1,politics
এই কুত্তালিগের বাচ্চা দের উপর আল্লাহর গজব পড়ুক,1,politics
ডাইটা মাগী চামচামী আর কত করবি একদিন ইনডিয়ানেরাও তোদের বাচাতে পারবেনা।নির্লজ্জ বেলাহেজ ভোটচোর,1,politics
যে লোকটা অবাইদুল কাদেরের সাথে বেগম জিয়াকে তুলুনা করবে সে মানুষ না সে একটা গরু,1,politics
তোর মারে চোদার কথা কেউ ভুলে নাই,1,politics
মাঝে মাঝে নায়িকাদের নিয়ে মিটিং করে আর দেখে কার পাছা বড় কার দুধ বড় আর যাকে পছন্দ হয় তাকে বিছানায় ডাকে এটা হলো আমাদের দেশ গোড়ায় গন্ড গোল,1,politics
বেইজ্জতি বেশরম বেইমানি শয়তানি হার্মাদি এগুলা থেকে শয়তান অব্যাহতি নিয়ে নিয়েছে !,1,politics
ওবাদুলকাদের একটা উলা বিড়াল।,1,politics
মাগীর দেশ আমাদের ই বাংলাদেশ,1,politics
ভিপি নূর নিজেকে বড় নেতা ভাবছেন। সালার হোগার ভিতরে ডিম ঢুকিয়ে দিলে ভালো হবে।,1,politics
সাওর মাগি একবার পড়ে দেখ তোর সাও কিভাবে ফাটায়,1,politics
দল ক্ষমতায় না থাকলে পুটকি মারা দিয়ে ভাত পেতনা মাদারচোদ ওবায়দুল কাদের আবার ঘরি চুদায় কামলার বাচ্চায়,1,politics
নাস্তিক মুরগি চুর এইখানে কি করে,1,politics
কাওয়া কাদের অনেক বুদ্ধি মান লোক তাই সে আগে থেকেই জানে যে আমার ভবিষ্যতে এই ট্রাফিকের কাজ করা লাগবে তাই এখন থেকে প্রশিক্ষণ নিচ্ছে,1,politics
অপু উকিল তুই তো ভোট চোর তোর মুখে লাথি মারী ।,1,politics
কুত্তা লীগ মানে চোর কুকুর লীগের মায়রে চুদি,1,politics
হিন্দু মাদারি মাগি তোর মুখ সামলা পতিতায়ের কীট খাংকি,1,politics
আমিলীগের মারে চুদি,1,politics
এ কুত্তার বাচ্চা তো চোর হালারে জুতা দিয়ে পিঠা,1,politics
আমি মেঘনা ব্রীজ দেখেছি । রাঙামাটির ঝুলন্ত ব্রীজ দেখেছি। ময়ূরীর গরম মশলা দেখেছি। হলিপুর ভিডিও দেখেছি হাতিপুর এডিটিং ছবি দেখেছি। হিরো আলমের আবাল মার্কা ছবি দেখেছি নাতাশা সানি লিওন মিয়া খলিফার ভিডিও দেখেছি। কিন্তু বিশ্বাস করেন ভাই আপনার মত বাইন চোদ পোষ্ঠকারী জীবনে ও দেখেনি।।😷,1,politics
আমার বালের আওমিলিগ দালাল মাদার ছুদ কাউয়া মন্ত্রীর ওবায়দুল কাদের,1,politics
এই অপু খানকি মাগি তোরহাছিনা ও জয় কতকুটি চোর বল,1,politics
কাদের নায়িকা গো রে চুদে,1,politics
ভাত পঁচে গেলে মদ হয়।মদ খেলে মানুষ বদ হয়। বদ পঁচে গেলে নাস্তিক হয়।নাস্তিক পচে গেলে মুশরিক হয়। আর মুশরিক পচে গেলে জারজ হয়।আর জারজ পচে গেলে আওয়ামীলিগ হয় !!!,1,politics
মাদের চোদ তুই একটা সত্যি কারের দালাল,1,politics
যতদামি ঘড়িই পরুকনাকেন কাউয়া কাউয়াই থাকবো।শুধু কাউয়া না লুইচ্চা কাউয়া ।নোয়াখালির কলঙ্ক ।,1,politics
হিন্দু মহিলা কে জুতো মালা দিয়ে স্টিজ থেকে বের করে দাও,1,politics
এই স্যার একটা কুত্তা লীগ,1,politics
বিশেষ অনুরোধ করছি সময় টিভিকে অপু উকিল কে সেপুদার কাছে পাটানো হোক আমি শিউর তার জন্ম কোন এক পতিতালয়ে হয়েছে না হয় কনডম পুটো হয়ে জন্ম হয়েছে। তর মাগির ঘরের মাগি,1,politics
বাংলাদেশের মানুষের কাছে গনতন্ত্রের উজ্জ্বল দৃষ্টান্ত খালেদা জিয়া।কাউয়া কাদের চোর।,1,politics
খানকির পোলায় মরণের দুয়ার থেকে ফিরে আসছে। এখনও কোন পরিবর্তন নাই। সেই রাম রাম,1,politics
কোথায় ওবায়দুল কাদের ছাগল খালেদা জিয়া হলো মানুষ এইটুই মনে রাখবেন,1,politics
আরো কতকিছু শোনব কুত্তা লীগ হেলমেট লীগ গুন্ডা লীগ জারস কুলাংগার ও শেষমেশ ডিম লীগ। বাহ বাহ এটাই বর্তমান সরকারের ডিজিটাল শিক্ষাঙ্গনের ডিজিটাল হাল,1,politics
ওপু উকিল আপনিযে একটা খানকি মাগি এটা বুঝা যাচ্ছে আর কার সাথে কার তুলনা করেন আপনি কুথায় কাউয়া কুথায় বেগম জিয়া।,1,politics
তোমাদের পুটকি দিয়া জনগন ডিম দেবে ডিম রেডি আছে,1,politics
মিডিয়া নাম্বার মাদার চোঁধ,1,politics
সালা নকি পাগল ওবাদুলকাদের জানজোট বানাচে তার সাজা কিহয়র ওচিত আপনারা জানাবেন সালা কুতালীগ,1,politics
অপু উকিল তোর বোদার বিতর কন্সিওয়ালা বাঁশ ডুকানো হবে,1,politics
হাসিনা মাগির ফাঁসি চাই ✊✊,1,politics
হাছিনার কুওারা ছাএলিগ,1,politics
কোথায় খালেদা জিয়া আর কোথায় কাউয়া কাদের,1,politics
কুত্তার বাচ্চা ছাএলিগের মারছে,1,politics
কুকুর লিক মুক্ত বাংলাদেশ চাই,1,politics
লীগ সেখ হাসিনার আমি চুদি,1,politics
শেখ হাছিনার দালাল আওয়ামী কুকুর বাচ্চা কুকুর ওসি,1,politics
কাউয়া কাদের আমার সোনার মাতা,1,politics
অপু উকিল একটা লাইসেন্স করা নটি ওরে শুদু জুতা মারার দরকার,1,politics
আওয়ামীলীগের নামে যেই মাদারচোদ যে খারাপ কথা কইবো তার খবর আছে,1,politics
তোর বাবার দেশ নাকি মাদারচোদ গল্প সাজাও ছাব্বিশে কি আসবে মাদারি,1,politics
চুদির ভাই গ কি জিনে কুতকুতানাকি।,1,politics
এই কুত্তার বাচ্চারা কেউ লেখাপড়া করতে আসেনি । ওরা শুধু মারামারি করতে এসেছে । ঢাবির ছাত্র ছাত্রীদের আসলে মেধাবী বললে ভুল হবে । এরা সাধারণ শিক্ষার্থীর চেয়েও কম মেধাবী। কারণ এরা শিক্ষার্থীর পর্যায়ে পড়ে না।,1,politics
হিন্দু মাগীকে কুত্তা দিয়ে চুদাতে হবে,1,politics
অপুর মুখে মুইত্তা দিলাম 👯,1,politics
তোর মায়ের মাং খান্কি মাগির পুত,1,politics
কোথায় খালেদা জিয়া হাতি কাওয়া কাদের শাতে ছাগলের তুলনা,1,politics
খালেদাত চুর,1,politics
রুমেন ফারহানা খানকী মাগি জারক ওবায়দুল কাদের মহান নেতা খালেদা জিয়া খান কির বাচ্ছা জারোক,1,politics
কুত্তা লীগ,1,politics
কোথায় কাউয়া কাদের আর কোথায় খালেদা জিয়া। কিসের সাথে কি পান্তা ভাতে ঘি।। হা হা হা,1,politics
ছাত্রলীগের গুষ্ঠি চুদি। যুদ্ধ শুরু করতে হবে ছাত্রলীগ বিদায় হবে। শালার ছাত্রলীগের অধিকাংশ মানুষ কাফের কারণ তারা নামায পড়ে না দাড়ি সহ্য করতে পারে না। কাফের ছাত্রলীগে কেউ যোগদান করবেন না। আইনের হাত পা বাধা এখন আমাদের ছাত্রলীগকে ধ্বংশ করতে হবে স্বাধীনতা আনতে হবে আমার সোনার বাংলাদেশে। আমি হয়তবা আসতে পারি বড় ন্যায় প্রতিষ্ঠা করতে বড় আকারের দল নিয়ে।,1,politics
দেশটার হোগা মেরে যাচ্ছে এরা,1,politics
কুত্তার জন্ম আওয়ামীলীগ,1,politics
কাউয়া কাদের হা হা হা,1,politics
চোরের বাচ্চা এরা পুরাই লুটেরা বাহিনী এরা,1,politics
কাদেরের সাথে পাকিস্তানের চোদা খাওয়াটার কোন তুলোনা হয়না আর রুবিতো একটা সামা বিক্রী করা মেয়ে।,1,politics
হায় হায় চোদন লিগ,1,politics
কুতার বাচ্চারা বালের ছাএ লীগ,1,politics
কাইয়া কাদের খালেদা জিয়ার জুতার সমানোনা আর খালেদা জিয়ার সমান হয়কিকরে।,1,politics
লীগ গুলাই হলো আসল জঙ্গি,1,politics
নটি ঘূষ খোর উকিল আপূ নটি,1,politics
এই হিন্দু মহিলা বেয়াদব কোথাকার ফালতু জুতা দিয়া পিটানোর দরকার,1,politics
অপু কে ঝারু পিটা করা উচিত মিথ্যা কথা বলার জন্য সে একজন পতিতা ওবায়দুল এর বেড পার্টনার,1,politics
কুত্তা লীগ জারজ লীগ ছাড়া শিক্ষাব্যবস্থা চাই,1,politics
প্রতিবন্ধী ওবায়দুল কাদের,1,politics
এই ভাই তারেক যদি চুরি শিখায় তাহলে তোরা কি দাবি করির আওমীলিক তুই বাংলাদেশের নাগরিক খালেদা জিয়া বাংলাদেশের জন্য অনেক কিছু আছে ছাগলের বাচ্চা,1,politics
এই হিন্দু মাগিকে জুতা পেটা করে দাঁত গুলো ফেলে দেয়া দরকার কোথায় নোয়াখালীর রাম ছাগল অার কোথায় বেগম খালেদা জিয়া,1,politics
খালেদার সাথে কেনো তুলনা করেন। এতেই বুজা গেলো বাংলাদেশের মানুষ মূর্খ । কই রাজ রানী আর কই বিছনায় মুতনী। কাদের মাদারচুদ । কাদের বাইনচোদ। এই মহিলাকে মনে হয় কাদের চুদছে,1,politics
দর খানকির পোলাগ,1,politics
ছাত্রলীগের মাইরে বাপ। বেয়াদব পোলাপাইন,1,politics
কোথায় বেগম খালেদা জিয়া কোথায় কাওয়া কাদের । আমাদের একটা আঞ্চলিক কথা আছে কোথায় আদিনাথের পাহাড় কোথায় ছাগলে ঘাস খায়। ঠিক তেমনি বেগম খালেদা জিয়া আর কাওয়া কাদের তফাৎ।,1,politics
আওমীলিগ ফেরাউনের বংশধর,1,politics
আমার বালের খবর বলতে আসছে 😠😠,1,politics
শেখ হাসিনা মাগির বাচ্চা,1,politics
বেশ্যার ছেলের ও লজ্জা আছে বর্তমান ছাত্রলীগ এর লজ্জা নাই ! লজ্জা হয় এক সময় এই প্রাণের সংঘটন করতাম !,1,politics
এমপি মন্ত্রী পর্যায়ের লোক অনুষ্ঠানে নিয়ে এসে কথার মাঝে অনু্ষ্ঠান শেষ করে দেওয়া হয়। ধরে চুদা হবে যেদিন ঠিক হয়ে যাবা,1,politics
কুত্তার বাচ্চা শিকক্ষ,1,politics
খালেদা জিয়ার শাথে তূলনা কাউয়ার হায়রে দূনিয়া,1,politics
কাওয়া কাদের সাথে বেগম জিয়ার তুলনা শুনতে ও লজ্জা লাগে হায়রে বাংলাদেশ।,1,politics
এই মাদারচুদ হল একটা নাস্তিক। খাংকির পুত। তার জন্মের কোন ঠিক নেই।,1,politics
জংলি লীগ,1,politics
রাজনিতির সপ সুওরের বাচচা চোর,1,politics
কুত্তালীগের জারজরা একটু অপেক্ষা কর!! তোরা পালাবার সুযোগ পাবি না তোদের লাশ মিলবে নদীর ধারে বা কোন ঝংগলে,1,politics
হারামি,1,politics
পতিতালীগের নেএীরা এই রকম কথা বলবেই,1,politics
শালা কাউয়া মন্ত্রী তুই এসব কাজ করতে গেছিস কেন ? পাবলিক পিটানি খাবি তোর নিজের কাজ নিজে কর এসব তোর কাজ না শেখ হাসিনার পা চাটা গোলাম! সিফাতুল্লা ঠিকি বলেছে। তুই কাউয়া ঠ্যাডা কাদির শালা কুত্তা তুই।,1,politics
কাওয়া কাদের,1,politics
আমার সালা ওবাইদুল কাদের পোকির? মাগির চুদিয়া।,1,politics
কুওালীগ আগা লীগ হোগা লীগ,1,politics
শালা কাউয়া কাদের,1,politics
তুই চোর অপু খানকি মাগি,1,politics
বালের খবর,1,politics
